id,title,short_title,issuing_body,document_number,citation,authority_class,binding_status,jurisdiction,scope_note,official_url,alternate_urls,archive_url,publication_date,effective_date,last_amended_or_revised,date_accessed,last_verified,verified_by,verification_method,jurisdiction_confirmed_by,http_status,content_hash,superseded,superseding_authority,supersedes,related_authorities,update_frequency,watch_triggers,access_restrictions,copyright_note,reproduction_permitted,pin_cites,unresolved_issues,confidence,file_path,dependent_files,audit_source_ids,audit_provenance,audit_cluster,fetch_alive,source_origin,source_file,nonofficial_mirrors,verification_limit
scao-lcr-circuit-courts,Local Court Rules — Circuit Courts (consolidated),SCAO LCR Circuit Courts PDF,Michigan Supreme Court / SCAO (compiled local rules),Seventh Judicial Circuit (Genesee) LCR 2.119 within consolidated PDF,"Local Court Rules, Circuit Courts (SCAO consolidated PDF); Seventh Judicial Circuit LCR 2.119",local_court_rule,binding,Michigan — Seventh Judicial Circuit (Genesee) portion only for toolkit,Contains LCR 2.119 Motion Practice for Genesee: concurrence certificate and mandatory proposed order requirements. Other circuits' LCRs in same PDF are out of scope.,https://www.courts.michigan.gov/492c71/siteassets/rules-instructions-administrative-orders/local-court-rules/local-court-rules-circuit-court.pdf,[],,,,,2026-08-09,2026-08-09,search-index snippet harvest (PDF body robots-disallowed to automated fetcher),Official URL confirmed in courts.michigan.gov search index 2026-08-09. Snippet quotes SEVENTH JUDICIAL CIRCUIT (GENESEE) Rule 2.119 Motion Practice including concurrence certification language and ascertaining opposition contents. Full PDF text not retrieved due to disallow_by_robots.,Snippet heading SEVENTH JUDICIAL CIRCUIT (GENESEE) within Michigan courts consolidated LCR PDF — not Florida.,disallow_by_robots,unavailable — see audit verification method,no,,[],"[""genesee-notice-motion-practice"", ""mcr-2-119-motion-practice""]",when MSC/SCAO approves LCR amendments,"[""LCR amendment order"", ""SCAO PDF republish""]",free (human browser); automated fetch blocked,,quote-with-citation,"[""LCR 2.119(A)"", ""LCR 2.119(B) concurrence certificate""]","[""Full current LCR 2.119 text must be human-downloaded from courts.michigan.gov PDF for L2 quote; only search snippets verified this run."", ""Confirm no post-snippet amendment.""]",high that URL and Genesee LCR 2.119 exist; medium for complete current wording without full PDF,,"[""references/genesee/lcr-2-119-concurrence.md"", ""references/audit/deep-research-source-audit-2026-08-09.md"", ""references/audit/audit-primary-text-access-limits.md""]",,,rules,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
sptea-1982-pa-295,Support and Parenting Time Enforcement Act,SPTEA,Michigan Legislature,1982 PA 295; MCL 552.601 et seq.,"Support and Parenting Time Enforcement Act, 1982 PA 295, MCL 552.601 et seq.",statute,binding,Michigan statewide,"Support/parenting-time enforcement tools including income withholding, show cause, warrants, license suspension, surcharges, make-up parenting time.",https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-Act-295-of-1982,"[""http://www.legislature.mi.gov/documents/mcl/pdf/mcl-act-295-of-1982.pdf"", ""https://law.justia.com/codes/michigan/chapter-552/act-295-of-1982/"", ""https://codes.findlaw.com/mi/chapter-552-divorce/mi-comp-laws-552-601/""]",,,,,2026-08-09,2026-08-09,Justia act page + FindLaw 552.601 fetch; official PDF client error / robots,Justia Act 295 of 1982 and FindLaw 552.601 fetched 2026-08-09. Official legislature PDF http_code_client_error; HTML bad_robots_code.,Michigan PA 295 of 1982,mirrors 200; official failed,unavailable — see audit verification method,unknown,,[],"[""foc-act-1982-pa-294"", ""mcsf-2025-manual""]",unknown,[],free,,quote-with-citation,"[""MCL 552.601 et seq.""]",[],high identity; medium mirror currency,,"[""references/michigan/sptea.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,statutes,True,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
sullivan-v-gray,Sullivan v Gray,Sullivan v Gray,Michigan Court of Appeals,1982 published COA,"Sullivan v Gray, 117 Mich App 476; 324 NW2d 58 (1982) — CONFIRM official reporter cite",binding_case_law,binding,Michigan,Participant construction of eavesdropping statute — recording conversation one is party to. Limitation: does not authorize directing third party/child to record. Doctrine tension with later federal AFT Michigan litigation.,,"[""https://www.courts.michigan.gov/""]",,1982,,,2026-08-09,2026-08-09,direct fetch Justia opinion page,Fetched 2026-08-09 Justia published COA page; not official MSC/COA reporter PDF.,Michigan Court of Appeals,200,unavailable — see audit verification method,unknown,,[],"[""eavesdropping-mcl-750-539"", ""aft-michigan-project-veritas""]",unknown,[],free (unofficial host),,quote-with-citation,[],"[""Obtain official reporter citation/PDF if available."", ""Doctrine unsettled overall in light of federal AFT Michigan developments."", ""No official primary deep link was verified in this audit; retained mirror is nonofficial and not a substitute for current primary text."", ""official_url is null because a current official deep link was not verified; use the listed official landing page and verify before reliance.""]",high for existence/holding core; medium for perfect Bluebook cite without official reporter,,"[""references/michigan/eavesdropping-and-recordings.md"", ""references/audit/deep-research-source-audit-2026-08-09.md"", ""references/audit/audit-recording-doctrine.md""]",,,caselaw,True,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,"[""https://law.justia.com/cases/michigan/court-of-appeals-published/1982/57301.html""]",
templates-adjournment-stipulation,Adjournment Stipulation,Adjournment Stipulation,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/adjournment-stipulation.md,"[""templates/adjournment-stipulation.md""]",,,,,,,,
templates-affidavit,Affidavit,Affidavit,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/affidavit.md,"[""templates/affidavit.md""]",,,,,,,,
templates-brief-in-support,Brief In Support,Brief In Support,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/brief-in-support.md,"[""templates/brief-in-support.md""]",,,,,,,,
templates-chronology,Chronology,Chronology,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/chronology.md,"[""templates/chronology.md""]",,,,,,,,
templates-concurrence-certificate,Concurrence Certificate,Concurrence Certificate,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/concurrence-certificate.md,"[""templates/concurrence-certificate.md""]",,,,,,,,
templates-deficiency-letter,Deficiency Letter,Deficiency Letter,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/deficiency-letter.md,"[""templates/deficiency-letter.md""]",,,,,,,,
templates-exhibit-list,Exhibit List,Exhibit List,Michigan Supreme Court / State of Michigan,Template source note,Template source note,official_guidance,informational,Michigan statewide,Educational drafting structure; not an official court form.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Source note""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,templates/exhibit-list.md,"[""templates/exhibit-list.md""]",,,,,,,,
